"Tabela 6909 - Moradores em domicílios particulares permanentes ocupados, por existência de canalização de água e a principal forma de abastecimento de água, segundo grupos de idade e cor ou raça"
"UF";"33";"Rio de Janeiro";"Total";"Preta";"16,14";"15,48";"0,43";"0,22";"13,46";"13,19";"0,27";"-";"1,84";"1,60";"0,11";"0,13";"0,28";"0,24";"0,02";"0,02";"0,28";"0,27";"0,01";"0,01";"0,10";"0,07";"0,01";"0,02";"0,01";"0,00";"0,00";"0,00";"0,02";"0,02";"0,00";"0,00";"0,16";"0,10";"0,02";"0,05"
"UF";"33";"Rio de Janeiro";"Total";"Amarela";"0,14";"0,13";"0,00";"0,00";"0,12";"0,12";"0,00";"-";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"Total";"Parda";"41,61";"39,97";"1,07";"0,57";"34,11";"33,46";"0,65";"-";"5,20";"4,55";"0,29";"0,35";"0,80";"0,70";"0,05";"0,05";"0,82";"0,79";"0,02";"0,02";"0,26";"0,19";"0,02";"0,05";"0,02";"0,01";"0,00";"0,01";"0,05";"0,05";"0,00";"0,00";"0,35";"0,22";"0,03";"0,10"
"UF";"33";"Rio de Janeiro";"Total";"Indígena";"0,10";"0,09";"0,01";"0,00";"0,08";"0,08";"0,00";"-";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"0 a 4 anos";"Total";"5,47";"5,25";"0,14";"0,07";"4,50";"4,42";"0,09";"-";"0,65";"0,57";"0,04";"0,04";"0,10";"0,09";"0,01";"0,01";"0,12";"0,12";"0,00";"0,00";"0,04";"0,03";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,05";"0,03";"0,01";"0,01"
"UF";"33";"Rio de Janeiro";"0 a 4 anos";"Branca";"2,40";"2,33";"0,05";"0,02";"2,02";"1,99";"0,03";"-";"0,25";"0,22";"0,01";"0,02";"0,04";"0,03";"0,00";"0,00";"0,06";"0,06";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,02";"0,01";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"0 a 4 anos";"Preta";"0,66";"0,63";"0,02";"0,01";"0,55";"0,54";"0,01";"-";"0,08";"0,07";"0,00";"0,01";"0,01";"0,01";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"0 a 4 anos";"Amarela";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"-";"-";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"0,00";"0,00";"-";"-";"0,00";"0,00";"-";"0,00"
"UF";"33";"Rio de Janeiro";"0 a 4 anos";"Parda";"2,40";"2,28";"0,07";"0,04";"1,93";"1,88";"0,04";"-";"0,32";"0,28";"0,02";"0,02";"0,05";"0,04";"0,00";"0,00";"0,05";"0,05";"0,00";"0,00";"0,02";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,03";"0,02";"0,00";"0,01"
"UF";"33";"Rio de Janeiro";"0 a 4 anos";"Indígena";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00";"0,00";"0,00";"-"
"UF";"33";"Rio de Janeiro";"5 a 9 anos";"Total";"6,34";"6,10";"0,16";"0,08";"5,24";"5,15";"0,10";"-";"0,75";"0,66";"0,04";"0,05";"0,11";"0,10";"0,01";"0,01";"0,14";"0,13";"0,00";"0,00";"0,04";"0,03";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,06";"0,03";"0,01";"0,02"
"UF";"33";"Rio de Janeiro";"5 a 9 anos";"Branca";"2,49";"2,43";"0,05";"0,02";"2,11";"2,09";"0,03";"-";"0,25";"0,22";"0,01";"0,01";"0,04";"0,03";"0,00";"0,00";"0,06";"0,06";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"5 a 9 anos";"Preta";"0,87";"0,83";"0,03";"0,01";"0,72";"0,70";"0,02";"-";"0,10";"0,09";"0,01";"0,01";"0,01";"0,01";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"5 a 9 anos";"Amarela";"0,01";"0,01";"0,00";"0,00";"0,01";"0,01";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"-";"0,00";"0,00";"-";"-";"0,00";"0,00";"-";"0,00"
"UF";"33";"Rio de Janeiro";"5 a 9 anos";"Parda";"2,97";"2,84";"0,09";"0,05";"2,40";"2,35";"0,05";"-";"0,39";"0,34";"0,02";"0,03";"0,06";"0,05";"0,00";"0,00";"0,06";"0,06";"0,00";"0,00";"0,02";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,03";"0,02";"0,00";"0,01"
"UF";"33";"Rio de Janeiro";"5 a 9 anos";"Indígena";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00";"0,00";"0,00";"-"
"UF";"33";"Rio de Janeiro";"10 a 14 anos";"Total";"6,03";"5,80";"0,15";"0,08";"4,98";"4,89";"0,09";"-";"0,71";"0,63";"0,04";"0,05";"0,11";"0,09";"0,01";"0,01";"0,13";"0,13";"0,00";"0,00";"0,04";"0,03";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,05";"0,03";"0,01";"0,01"
"UF";"33";"Rio de Janeiro";"10 a 14 anos";"Branca";"2,28";"2,22";"0,04";"0,02";"1,94";"1,91";"0,02";"-";"0,23";"0,21";"0,01";"0,01";"0,03";"0,03";"0,00";"0,00";"0,06";"0,06";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"10 a 14 anos";"Preta";"0,88";"0,84";"0,03";"0,01";"0,73";"0,71";"0,02";"-";"0,10";"0,09";"0,01";"0,01";"0,02";"0,01";"0,00";"0,00";"0,02";"0,01";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"10 a 14 anos";"Amarela";"0,01";"0,01";"0,00";"0,00";"0,01";"0,01";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"-";"-";"0,00";"0,00";"-";"-";"-";"-";"-";"-";"0,00";"0,00";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"10 a 14 anos";"Parda";"2,86";"2,73";"0,08";"0,04";"2,31";"2,26";"0,05";"-";"0,38";"0,33";"0,02";"0,03";"0,06";"0,05";"0,00";"0,00";"0,06";"0,06";"0,00";"0,00";"0,02";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,03";"0,02";"0,00";"0,01"
"UF";"33";"Rio de Janeiro";"10 a 14 anos";"Indígena";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00";"0,00";"0,00";"-"
"UF";"33";"Rio de Janeiro";"15 a 19 anos";"Total";"6,31";"6,08";"0,15";"0,08";"5,22";"5,13";"0,10";"-";"0,74";"0,65";"0,04";"0,05";"0,11";"0,10";"0,01";"0,01";"0,14";"0,13";"0,00";"0,00";"0,04";"0,03";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,05";"0,03";"0,00";"0,01"
"UF";"33";"Rio de Janeiro";"15 a 19 anos";"Branca";"2,37";"2,31";"0,04";"0,02";"2,01";"1,99";"0,03";"-";"0,24";"0,21";"0,01";"0,01";"0,04";"0,03";"0,00";"0,00";"0,06";"0,06";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"15 a 19 anos";"Preta";"1,06";"1,01";"0,03";"0,02";"0,88";"0,86";"0,02";"-";"0,13";"0,11";"0,01";"0,01";"0,02";"0,02";"0,00";"0,00";"0,02";"0,02";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"15 a 19 anos";"Amarela";"0,01";"0,01";"0,00";"0,00";"0,01";"0,01";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"-";"-";"-";"-";"-";"-";"0,00";"0,00";"-";"-";"0,00";"0,00";"-";"0,00"
"UF";"33";"Rio de Janeiro";"15 a 19 anos";"Parda";"2,87";"2,75";"0,08";"0,04";"2,32";"2,27";"0,05";"-";"0,38";"0,33";"0,02";"0,03";"0,06";"0,05";"0,00";"0,00";"0,06";"0,06";"0,00";"0,00";"0,02";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,03";"0,02";"0,00";"0,01"
"UF";"33";"Rio de Janeiro";"15 a 19 anos";"Indígena";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00";"0,00";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"20 a 24 anos";"Total";"7,13";"6,88";"0,17";"0,09";"5,96";"5,86";"0,10";"-";"0,80";"0,70";"0,04";"0,05";"0,12";"0,10";"0,01";"0,01";"0,14";"0,14";"0,00";"0,00";"0,04";"0,03";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,06";"0,04";"0,01";"0,01"
"UF";"33";"Rio de Janeiro";"20 a 24 anos";"Branca";"2,72";"2,65";"0,05";"0,02";"2,33";"2,30";"0,03";"-";"0,26";"0,23";"0,01";"0,01";"0,04";"0,03";"0,00";"0,00";"0,06";"0,06";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"20 a 24 anos";"Preta";"1,31";"1,25";"0,04";"0,02";"1,09";"1,07";"0,02";"-";"0,15";"0,13";"0,01";"0,01";"0,02";"0,02";"0,00";"0,00";"0,02";"0,02";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"20 a 24 anos";"Amarela";"0,01";"0,01";"0,00";"0,00";"0,01";"0,01";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"-";"-";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"0,00";"0,00";"-";"0,00"
"UF";"33";"Rio de Janeiro";"20 a 24 anos";"Parda";"3,09";"2,97";"0,08";"0,04";"2,53";"2,48";"0,05";"-";"0,39";"0,34";"0,02";"0,03";"0,06";"0,05";"0,00";"0,00";"0,06";"0,06";"0,00";"0,00";"0,02";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,03";"0,02";"0,00";"0,01"
"UF";"33";"Rio de Janeiro";"20 a 24 anos";"Indígena";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"25 a 29 anos";"Total";"7,20";"6,96";"0,16";"0,08";"6,06";"5,97";"0,10";"-";"0,78";"0,68";"0,04";"0,05";"0,11";"0,10";"0,01";"0,01";"0,14";"0,14";"0,00";"0,00";"0,04";"0,03";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,05";"0,03";"0,01";"0,01"
"UF";"33";"Rio de Janeiro";"25 a 29 anos";"Branca";"2,77";"2,70";"0,04";"0,02";"2,40";"2,37";"0,03";"-";"0,24";"0,22";"0,01";"0,01";"0,04";"0,03";"0,00";"0,00";"0,06";"0,06";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"25 a 29 anos";"Preta";"1,35";"1,29";"0,04";"0,02";"1,12";"1,10";"0,02";"-";"0,16";"0,13";"0,01";"0,01";"0,02";"0,02";"0,00";"0,00";"0,02";"0,02";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"25 a 29 anos";"Amarela";"0,01";"0,01";"0,00";"0,00";"0,01";"0,01";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"-";"0,00";"0,00";"-";"-";"0,00";"0,00";"-";"0,00"
"UF";"33";"Rio de Janeiro";"25 a 29 anos";"Parda";"3,07";"2,95";"0,08";"0,04";"2,53";"2,48";"0,05";"-";"0,38";"0,33";"0,02";"0,03";"0,06";"0,05";"0,00";"0,00";"0,06";"0,06";"0,00";"0,00";"0,02";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,03";"0,02";"0,00";"0,01"
"UF";"33";"Rio de Janeiro";"25 a 29 anos";"Indígena";"0,01";"0,01";"0,00";"0,00";"0,01";"0,01";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"-";"0,00";"0,00";"-";"-";"0,00";"0,00";"-";"0,00"
"UF";"33";"Rio de Janeiro";"30 a 34 anos";"Total";"7,22";"6,99";"0,15";"0,08";"6,12";"6,02";"0,09";"-";"0,75";"0,66";"0,04";"0,05";"0,11";"0,10";"0,01";"0,01";"0,14";"0,14";"0,00";"0,00";"0,04";"0,03";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,05";"0,03";"0,00";"0,01"
"UF";"33";"Rio de Janeiro";"30 a 34 anos";"Branca";"2,84";"2,78";"0,04";"0,02";"2,48";"2,45";"0,03";"-";"0,24";"0,21";"0,01";"0,01";"0,04";"0,03";"0,00";"0,00";"0,06";"0,06";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"30 a 34 anos";"Preta";"1,31";"1,26";"0,03";"0,02";"1,10";"1,08";"0,02";"-";"0,15";"0,13";"0,01";"0,01";"0,02";"0,02";"0,00";"0,00";"0,02";"0,02";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"30 a 34 anos";"Amarela";"0,01";"0,01";"0,00";"0,00";"0,01";"0,01";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"0,00";"0,00";"-";"-";"0,00";"0,00";"0,00";"-"
"UF";"33";"Rio de Janeiro";"30 a 34 anos";"Parda";"3,05";"2,94";"0,08";"0,04";"2,53";"2,48";"0,05";"-";"0,37";"0,32";"0,02";"0,02";"0,05";"0,05";"0,00";"0,00";"0,06";"0,05";"0,00";"0,00";"0,02";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,02";"0,02";"0,00";"0,01"
"UF";"33";"Rio de Janeiro";"30 a 34 anos";"Indígena";"0,01";"0,01";"0,00";"0,00";"0,01";"0,01";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"-";"0,00";"0,00";"-";"-";"0,00";"0,00";"0,00";"-"
"UF";"33";"Rio de Janeiro";"35 a 39 anos";"Total";"7,56";"7,33";"0,15";"0,08";"6,41";"6,31";"0,09";"-";"0,79";"0,70";"0,04";"0,05";"0,11";"0,10";"0,01";"0,01";"0,15";"0,14";"0,00";"0,00";"0,04";"0,03";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,05";"0,03";"0,00";"0,01"
"UF";"33";"Rio de Janeiro";"35 a 39 anos";"Branca";"3,02";"2,95";"0,04";"0,02";"2,63";"2,60";"0,03";"-";"0,25";"0,23";"0,01";"0,01";"0,04";"0,03";"0,00";"0,00";"0,07";"0,06";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"35 a 39 anos";"Preta";"1,34";"1,29";"0,03";"0,02";"1,12";"1,10";"0,02";"-";"0,15";"0,13";"0,01";"0,01";"0,02";"0,02";"0,00";"0,00";"0,02";"0,02";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"35 a 39 anos";"Amarela";"0,01";"0,01";"0,00";"0,00";"0,01";"0,01";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"-";"-";"-";"0,00";"0,00";"-";"-";"0,00";"0,00";"0,00";"-"
"UF";"33";"Rio de Janeiro";"35 a 39 anos";"Parda";"3,18";"3,07";"0,08";"0,04";"2,64";"2,59";"0,05";"-";"0,39";"0,34";"0,02";"0,03";"0,05";"0,05";"0,00";"0,00";"0,06";"0,06";"0,00";"0,00";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,02";"0,02";"0,00";"0,01"
"UF";"33";"Rio de Janeiro";"35 a 39 anos";"Indígena";"0,01";"0,01";"0,00";"0,00";"0,01";"0,01";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"0,00";"0,00";"-";"-";"0,00";"0,00";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"40 a 44 anos";"Total";"8,06";"7,80";"0,16";"0,09";"6,80";"6,70";"0,10";"-";"0,86";"0,76";"0,04";"0,06";"0,12";"0,11";"0,01";"0,01";"0,16";"0,16";"0,00";"0,00";"0,04";"0,03";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,05";"0,03";"0,00";"0,01"
"UF";"33";"Rio de Janeiro";"40 a 44 anos";"Branca";"3,27";"3,19";"0,05";"0,02";"2,84";"2,81";"0,03";"-";"0,28";"0,25";"0,01";"0,02";"0,04";"0,04";"0,00";"0,00";"0,08";"0,07";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"40 a 44 anos";"Preta";"1,40";"1,34";"0,04";"0,02";"1,17";"1,14";"0,02";"-";"0,16";"0,14";"0,01";"0,01";"0,02";"0,02";"0,00";"0,00";"0,02";"0,02";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"40 a 44 anos";"Amarela";"0,01";"0,01";"0,00";"0,00";"0,01";"0,01";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"-";"-";"0,00";"0,00";"-";"0,00"
"UF";"33";"Rio de Janeiro";"40 a 44 anos";"Parda";"3,37";"3,24";"0,08";"0,04";"2,78";"2,73";"0,05";"-";"0,42";"0,37";"0,02";"0,03";"0,06";"0,05";"0,00";"0,00";"0,06";"0,06";"0,00";"0,00";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,03";"0,02";"0,00";"0,01"
"UF";"33";"Rio de Janeiro";"40 a 44 anos";"Indígena";"0,01";"0,01";"0,00";"0,00";"0,01";"0,01";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00";"0,00";"-";"0,00"
"UF";"33";"Rio de Janeiro";"45 a 49 anos";"Total";"6,91";"6,69";"0,14";"0,08";"5,80";"5,71";"0,09";"-";"0,76";"0,67";"0,04";"0,05";"0,11";"0,10";"0,01";"0,01";"0,15";"0,14";"0,00";"0,00";"0,04";"0,03";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,04";"0,03";"0,00";"0,01"
"UF";"33";"Rio de Janeiro";"45 a 49 anos";"Branca";"2,83";"2,76";"0,04";"0,02";"2,44";"2,42";"0,02";"-";"0,25";"0,22";"0,01";"0,01";"0,04";"0,03";"0,00";"0,00";"0,07";"0,07";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"45 a 49 anos";"Preta";"1,18";"1,13";"0,03";"0,02";"0,98";"0,96";"0,02";"-";"0,14";"0,12";"0,01";"0,01";"0,02";"0,02";"0,00";"0,00";"0,02";"0,02";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"45 a 49 anos";"Amarela";"0,01";"0,01";"0,00";"0,00";"0,01";"0,01";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"-";"-";"0,00";"-";"-";"0,00";"0,00";"0,00";"-";"-";"0,00";"0,00";"-";"0,00"
"UF";"33";"Rio de Janeiro";"45 a 49 anos";"Parda";"2,89";"2,78";"0,07";"0,04";"2,36";"2,32";"0,04";"-";"0,37";"0,32";"0,02";"0,02";"0,05";"0,05";"0,00";"0,00";"0,06";"0,06";"0,00";"0,00";"0,02";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,02";"0,01";"0,00";"0,01"
"UF";"33";"Rio de Janeiro";"45 a 49 anos";"Indígena";"0,01";"0,01";"0,00";"0,00";"0,01";"0,01";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"-";"-";"0,00";"0,00";"-";"-";"0,00";"0,00";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"50 a 54 anos";"Total";"6,63";"6,42";"0,14";"0,08";"5,54";"5,46";"0,08";"-";"0,73";"0,65";"0,04";"0,05";"0,12";"0,10";"0,01";"0,01";"0,15";"0,15";"0,00";"0,00";"0,03";"0,03";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,04";"0,03";"0,00";"0,01"
"UF";"33";"Rio de Janeiro";"50 a 54 anos";"Branca";"2,78";"2,72";"0,04";"0,02";"2,39";"2,37";"0,02";"-";"0,25";"0,22";"0,01";"0,01";"0,04";"0,04";"0,00";"0,00";"0,07";"0,07";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"50 a 54 anos";"Preta";"1,11";"1,06";"0,03";"0,02";"0,91";"0,90";"0,02";"-";"0,13";"0,12";"0,01";"0,01";"0,02";"0,02";"0,00";"0,00";"0,02";"0,02";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00"
